TIMESTAMPms	M202RAWIMUxacc	M202RAWIMUxmag	M202RAWIMUyacc	M202RAWIMUymag	M202RAWIMUzacc	M202RAWIMUzmag
349888	576	-332	-1792	39	-3072	-81
349984	832	-392	-2176	179	-2624	-107
350088	1152	-418	-2880	246	-1664	-139
350188	1408	-462	-3392	347	-704	-210
350288	1536	-479	-3456	374	-64	-245
350388	1536	-504	-3520	437	576	-333
350488	1472	-517	-3392	455	1280	-388
350588	1472	-531	-3136	470	1920	-490
350688	1344	-542	-2816	470	2752	-612
350788	1152	-530	-2240	458	3520	-661
350888	832	-514	-1728	408	3840	-756
350984	704	-509	-1088	372	4096	-798
351088	384	-481	-384	302	4416	-862
351188	128	-468	128	203	4416	-914
351288	-64	-438	640	183	4416	-922
351388	-320	-414	1344	126	4288	-937
351488	-768	-367	2112	-61	4032	-1002
351588	-896	-359	2496	-9	3584	-945
351688	-1152	-304	3008	-137	3200	-910
351788	-1408	-282	3456	-188	2432	-891
351888	-1472	-250	3648	-243	1920	-849
351984	-1664	-229	3840	-293	1280	-803
352088	-1728	-190	3840	-378	256	-674
352188	-1728	-166	3712	-409	-768	-543
352288	-1600	-166	3392	-413	-1600	-483
352388	-1344	-173	2880	-381	-2304	-362
352488	-1088	-180	2240	-358	-2880	-306
352588	-832	-208	1408	-276	-3456	-200
352688	-448	-224	576	-228	-3648	-156
352788	-64	-271	-64	-108	-3648	-105
352888	384	-317	-1152	12	-3392	-89
352984	832	-375	-2304	142	-2816	-99
353088	1088	-391	-2624	190	-2240	-130
353188	1280	-436	-3136	290	-1344	-169
353288	1408	-471	-3328	360	-896	-224
353388	1472	-486	-3456	384	-128	-260
353488	1536	-511	-3584	436	640	-336
353588	1600	-514	-3456	452	1216	-379
353688	1536	-529	-3264	470	1536	-452
353788	1472	-535	-3072	475	2112	-498
353888	1344	-536	-2624	465	2944	-630
353984	1088	-536	-2048	447	3520	-674
354092	896	-520	-1472	398	3904	-759
354192	576	-513	-960	371	4160	-802
354284	256	-479	-256	284	4480	-880
354392	-64	-460	512	241	4416	-901
354484	-256	-415	1152	133	4224	-937
354588	-704	-396	1792	74	4032	-944
354688	-960	-349	2368	-30	3840	-941
354784	-1152	-327	2880	-74	3392	-930
354888	-1280	-303	3200	-139	2816	-912
355008	-1600	-248	3648	-250	1984	-840
355088	-1664	-226	3776	-290	1600	-804
355188	-1728	-194	3904	-358	704	-713
355288	-1728	-184	3968	-387	-128	-641
355388	-1664	-164	3584	-409	-960	-532
355488	-1472	-162	3264	-406	-1728	-473
355588	-1344	-171	2880	-383	-2368	-369
355688	-1088	-175	2240	-359	-2944	-313
355788	-768	-201	1408	-282	-3264	-209
355888	-448	-216	576	-248	-3584	-176
355984	0	-267	64	-146	-3648	-125
356092	256	-309	-1024	-14	-3392	-84
356192	576	-329	-1600	35	-2944	-82
356284	768	-385	-2048	162	-2816	-101
356384	1088	-408	-2752	213	-2112	-121
356484	1216	-435	-3072	282	-1600	-158
356584	1408	-450	-3264	305	-1088	-181
356692	1280	-485	-3392	371	-448	-237
356784	1536	-492	-3520	397	128	-271
356892	1664	-517	-3520	442	832	-352
356984	1600	-525	-3392	450	1152	-393
357088	1536	-539	-3136	472	1792	-488
357188	1344	-541	-2816	474	2624	-551
357288	1152	-534	-2112	433	3456	-698
357388	832	-523	-1408	404	4032	-750
357488	576	-498	-704	337	4288	-837
357588	256	-469	-128	259	4288	-894
357688	-64	-450	576	212	4352	-913
357788	-320	-408	1216	113	4288	-942
357888	-640	-389	1792	63	3968	-954
357984	-960	-332	2432	-66	3712	-937
358084	-1280	-304	3072	-125	3136	-916
358184	-1472	-273	3392	-204	2496	-883
358292	-1536	-248	3648	-245	2112	-849
358392	-1664	-221	3840	-297	1408	-799
358488	-1856	-209	3904	-332	832	-752
358588	-1792	-187	3904	-367	128	-687
358684	-1728	-179	3840	-383	-384	-663
358788	-1728	-166	3712	-400	-768	-589
358888	-1664	-165	3520	-406	-1472	-498
359008	-1472	-159	3008	-429	-1984	-466
359088	-1280	-162	2688	-387	-2496	-364
359188	-1152	-167	2304	-372	-2752	-334
359288	-1024	-176	1856	-339	-3072	-288
359388	-896	-179	1664	-326	-3264	-264
359488	-768	-195	1344	-294	-3328	-225
359588	-640	-202	960	-274	-3456	-206
359688	-512	-211	704	-245	-3584	-179
359788	-320	-217	448	-230	-3712	-168
359888	-192	-233	128	-195	-3584	-144
359984	-128	-239	-192	-192	-3520	-148
360088	64	-267	-512	-97	-3456	-100
360188	320	-303	-1088	-19	-3328	-83
360288	576	-327	-1536	29	-3136	-80
360388	768	-363	-2048	119	-2752	-92
360488	1024	-382	-2496	162	-2304	-101
360588	1152	-425	-2752	246	-2048	-137
360688	1344	-454	-3072	313	-1408	-185
360788	1536	-506	-3456	420	-64	-314
360888	1600	-520	-3456	442	1088	-364
360984	1600	-535	-3264	466	1408	-438
361088	1472	-538	-3136	471	2048	-474
361188	1408	-543	-2944	475	2432	-528
361288	1344	-547	-2688	474	2752	-560
361388	1280	-540	-2368	459	3200	-629
361488	1088	-539	-2048	445	3584	-672
361588	896	-532	-1600	415	3904	-737
361688	768	-517	-1216	377	4032	-794
361788	576	-509	-768	358	4288	-812
361888	320	-480	-320	286	4352	-869
361984	192	-469	320	238	4288	-901
362084	-256	-424	1024	149	4416	-934
362192	-512	-405	1472	109	4224	-941
362292	-832	-374	2048	16	3968	-948
362392	-960	-344	2560	-32	3520	-938
362488	-1216	-304	3008	-131	3136	-910
362588	-1472	-283	3392	-180	2624	-896
362688	-1600	-247	3648	-265	2048	-878
362788	-1728	-241	3776	-259	1408	-839
362888	-1792	-212	3840	-311	1024	-778
363000	-1792	-191	3904	-358	448	-716
363088	-1792	-185	3904	-372	128	-686
363188	-1856	-164	3776	-401	-448	-598
363288	-1728	-164	3520	-402	-1216	-547
363388	-1600	-157	3264	-400	-1792	-453
363488	-1408	-158	2816	-409	-2304	-396
363588	-1216	-163	2432	-367	-2624	-335
363688	-1088	-175	2048	-351	-3072	-309
363788	-896	-177	1728	-333	-3136	-276
363888	-832	-179	1472	-322	-3264	-261
363984	-832	-191	1344	-299	-3392	-237
364084	-704	-188	1152	-294	-3392	-226
364192	-576	-188	960	-312	-3456	-228
364292	-448	-202	768	-255	-3520	-188
364392	-448	-210	704	-245	-3584	-184
364588	-384	-216	320	-227	-3712	-162
364684	-384	-219	320	-219	-3584	-165
364784	-320	-218	192	-222	-3648	-159
364884	-256	-212	256	-224	-3584	-163
365008	-384	-201	256	-223	-3648	-166
365088	-384	-198	384	-219	-3712	-173
365188	-384	-199	320	-219	-3584	-171
365288	-320	-197	256	-213	-3584	-162
365388	-256	-209	256	-203	-3648	-155
365488	-192	-191	192	-190	-3584	-153
365588	-256	-191	128	-189	-3584	-153
365688	-256	-196	128	-223	-3584	-175
365788	-128	-184	128	-181	-3648	-157
365888	-128	-185	192	-178	-3584	-148
365984	-128	-184	64	-197	-3584	-184
366088	-192	-194	64	-171	-3584	-148
366188	-128	-189	0	-166	-3520	-147
366288	-192	-188	0	-165	-3584	-144
366388	-128	-195	-64	-163	-3520	-144
366488	-64	-194	-128	-155	-3584	-137
366588	0	-214	-192	-132	-3520	-121
366688	128	-228	-384	-118	-3648	-115
366788	320	-256	-704	-65	-3520	-96
366888	576	-271	-1024	-42	-3264	-92
366984	768	-310	-1280	-20	-3264	-104
367092	1088	-362	-1728	83	-2880	-89
367192	1344	-381	-1984	115	-2560	-91
367292	1664	-451	-2496	214	-2048	-132
367392	1920	-480	-2752	242	-1408	-156
367484	2048	-515	-3008	301	-704	-205
367584	2240	-533	-3136	326	-192	-233
367684	2240	-570	-3072	369	0	-295
367788	2240	-589	-3072	385	768	-339
367884	2304	-610	-2944	414	1472	-428
368008	2176	-614	-2816	377	2048	-552
368088	1984	-624	-2496	418	2432	-554
368188	1792	-621	-2176	409	3136	-605
368288	1472	-604	-1728	383	3648	-706
368388	1088	-583	-1216	340	3968	-779
368488	896	-571	-768	318	4224	-804
368588	512	-538	-320	265	4288	-860
368688	192	-514	128	232	4416	-885
368788	-192	-454	640	140	4288	-927
368888	-704	-413	1408	74	4160	-943
368984	-1152	-340	2048	-24	3840	-944
369092	-1536	-320	2560	-58	3328	-939
369192	-1856	-251	2880	-152	2944	-900
369292	-2240	-207	3328	-210	2048	-864
369392	-2368	-154	3456	-272	1344	-789
369488	-2496	-133	3584	-341	576	-782
369588	-2432	-96	3520	-342	-192	-636
369688	-2304	-86	3328	-356	-960	-589
369788	-2112	-76	3008	-363	-1664	-475
369888	-1920	-95	2560	-334	-2304	-369
370008	-1408	-102	1856	-302	-3072	-311
370088	-1088	-141	1280	-239	-3456	-202
370188	-576	-164	576	-212	-3584	-173
370288	-192	-201	128	-146	-3584	-130
370388	64	-232	-384	-93	-3584	-108
370488	576	-296	-960	-14	-3264	-85
370588	896	-320	-1408	28	-3136	-81
370688	1280	-381	-1920	116	-2560	-94
370788	1600	-417	-2304	158	-2240	-104
370888	1856	-475	-2688	240	-1536	-145
370984	2048	-495	-2816	278	-1344	-175
371084	2176	-530	-3008	317	-640	-221
371192	2240	-569	-3072	357	-192	-283
371284	2304	-583	-3072	377	448	-315
371392	2240	-605	-3072	405	960	-401
371484	2176	-617	-2944	413	1600	-444
371584	2112	-628	-2688	419	2304	-537
371684	1856	-628	-2368	430	2816	-593
371784	1664	-612	-1984	396	3392	-674
371884	1408	-603	-1600	376	3776	-708
372008	960	-572	-960	325	4096	-796
372088	448	-552	-320	249	4416	-861
372188	128	-510	192	223	4480	-895
372288	-192	-485	640	186	4224	-914
372388	-576	-418	1216	91	4160	-942
372488	-1088	-378	1856	33	4032	-947
372588	-1536	-294	2432	-80	3392	-929
372688	-2048	-218	3008	-185	2688	-876
372788	-2240	-195	3264	-219	1856	-843
372888	-2432	-134	3520	-295	1152	-753
372984	-2496	-113	3584	-307	320	-705
373088	-2432	-89	3520	-352	-384	-593
373188	-2240	-75	3136	-388	-1280	-553
373288	-2048	-78	2816	-349	-2112	-425
373388	-1792	-81	2432	-345	-2496	-387
373488	-1536	-96	1984	-392	-2880	-364
373588	-1216	-108	1600	-292	-3264	-279
373688	-832	-145	1088	-217	-3392	-194
373788	-320	-172	320	-191	-3584	-156
373888	0	-217	-128	-124	-3648	-117
374092	960	-327	-1472	32	-2944	-84
374184	1280	-403	-1920	136	-2560	-98
374292	1664	-424	-2368	173	-2112	-118
374392	1920	-475	-2688	240	-1600	-146
374484	2112	-501	-2880	270	-960	-168
374584	2176	-545	-3008	333	-576	-238
374684	2304	-573	-3136	358	128	-279
374784	2304	-603	-3072	395	896	-380
374884	2240	-618	-2752	414	1664	-442
375000	1984	-623	-2432	416	2624	-578
375088	1664	-621	-2048	377	3328	-643
375188	1280	-596	-1472	354	3840	-740
375288	896	-556	-832	296	4224	-831
375388	384	-533	-192	259	4416	-870
375488	-64	-480	384	172	4352	-918
375588	-384	-455	960	144	4416	-927
375688	-768	-390	1408	55	4096	-951
375788	-1280	-348	2112	-12	3776	-949
375888	-1600	-259	2688	-135	3264	-910
375984	-2112	-221	3136	-184	2432	-874
376084	-2368	-146	3392	-276	1472	-785
376184	-2432	-124	3584	-308	576	-733
376292	-2432	-95	3456	-342	-192	-641
376384	-2432	-90	3264	-350	-832	-601
376492	-2240	-72	3072	-350	-1408	-531
376592	-2112	-76	2752	-354	-1984	-424
376692	-1792	-86	2432	-339	-2432	-385
376792	-1600	-93	1984	-313	-2752	-326
376892	-1280	-101	1728	-302	-3264	-296
376984	-1088	-112	1408	-306	-3200	-275
377088	-960	-128	1216	-266	-3328	-241
377188	-768	-145	960	-232	-3520	-198
377288	-512	-157	512	-212	-3520	-178
377388	-256	-188	256	-175	-3584	-152
377488	-128	-196	64	-153	-3712	-136
377588	192	-250	-384	-78	-3520	-99
377688	576	-281	-1088	-39	-3264	-90
377788	960	-330	-1472	37	-2944	-86
377888	1280	-362	-1984	79	-2624	-91
377984	1600	-412	-2240	152	-2304	-102
378088	1792	-444	-2496	192	-1984	-126
378188	1920	-466	-2560	222	-1856	-137
378288	1984	-520	-2816	294	-1280	-200
378388	2240	-549	-3008	327	-384	-241
378488	2304	-581	-3072	377	320	-325
378588	2368	-598	-3008	393	960	-359
378688	2240	-616	-2944	408	1472	-436
378788	2176	-626	-2752	417	2112	-478
378888	2048	-629	-2432	415	2624	-569
378984	1792	-631	-2112	406	3200	-616
379088	1600	-620	-1792	391	3520	-678
379188	1280	-606	-1408	372	3840	-716
379288	960	-573	-960	319	4224	-800
379388	512	-530	-320	252	4288	-865
379488	128	-513	192	219	4480	-896
379588	-192	-448	704	129	4416	-935
379688	-704	-422	1280	94	4160	-941
379788	-1024	-371	1728	16	3968	-948
379888	-1408	-342	2176	-27	3840	-946
379984	-1664	-289	2624	-91	3328	-926
380092	-1984	-265	2944	-125	2880	-912
380192	-2176	-217	3072	-184	2368	-882
380292	-2240	-204	3264	-200	1984	-865
380392	-2304	-165	3392	-252	1600	-810
380488	-2432	-142	3456	-308	832	-815
380588	-2432	-101	3456	-326	256	-676
380684	-2432	-89	3328	-343	-512	-629
380784	-2304	-78	3136	-353	-1216	-539
380884	-2176	-72	2944	-356	-1728	-497
381000	-2048	-73	2560	-348	-2176	-431
381088	-1792	-79	2368	-335	-2496	-374
381188	-1600	-94	2112	-323	-2816	-334
381288	-1152	-108	1664	-285	-2816	-273
381388	-1088	-115	1280	-271	-3392	-250
381488	-768	-146	896	-235	-3456	-201
381588	-640	-151	576	-219	-3584	-184
381688	-384	-171	384	-188	-3520	-164
381788	-192	-175	192	-188	-3520	-159
381888	-192	-185	128	-174	-3648	-149
381984	-128	-186	64	-155	-3520	-148
382088	-128	-185	64	-166	-3584	-146
382188	-128	-191	64	-170	-3584	-146
382288	-128	-189	0	-166	-3584	-144
382388	-128	-184	0	-163	-3520	-149
382488	-128	-190	0	-171	-3584	-145
382588	-128	-187	64	-169	-3520	-146
382688	-192	-186	0	-166	-3584	-143
382788	-128	-180	64	-162	-3520	-145
382888	-128	-183	64	-158	-3584	-139
382984	-64	-192	-64	-146	-3584	-136
383088	0	-197	-128	-124	-3584	-136
383188	64	-193	-256	-129	-3520	-127
383288	128	-197	-192	-124	-3520	-125
383388	64	-190	-192	-121	-3520	-131
383488	256	-183	-192	-116	-3456	-127
383588	64	-184	-192	-117	-3520	-124
383688	256	-191	-192	-104	-3584	-122
383788	192	-190	-320	-100	-3520	-126
383888	192	-196	-384	-98	-3520	-117
383984	320	-199	-320	-86	-3456	-113
384088	384	-202	-384	-84	-3456	-117
384188	320	-202	-448	-78	-3456	-127
384288	320	-207	-384	-87	-3520	-114
384388	384	-209	-448	-80	-3456	-112
384488	384	-205	-384	-114	-3456	-165
384588	448	-210	-448	-78	-3520	-108
384688	512	-209	-448	-73	-3456	-106
384788	448	-211	-448	-71	-3456	-112
384888	512	-215	-512	-67	-3456	-102
384984	640	-220	-576	-65	-3392	-106
385088	704	-235	-640	-47	-3392	-102
385188	832	-257	-832	-23	-3392	-86
385288	960	-269	-896	-20	-3392	-85
385388	1280	-318	-1152	27	-3072	-81
385488	1408	-340	-1344	8	-2944	-105
385588	1792	-381	-1600	81	-2624	-89
385688	1920	-393	-1728	94	-2496	-90
385788	1984	-449	-1792	142	-2432	-115
385888	2304	-468	-2112	155	-1856	-118
385984	2432	-501	-2176	185	-1600	-137
386088	2624	-531	-2304	208	-1280	-154
386188	2816	-572	-2432	250	-768	-207
386288	2880	-616	-2496	277	-192	-254
386388	2944	-635	-2560	297	192	-286
386488	3008	-668	-2496	323	704	-365
386588	2944	-681	-2432	331	1280	-398
386688	2688	-697	-2304	338	1856	-484
386788	2560	-705	-2048	342	2496	-536
386888	2304	-694	-1792	330	3072	-632
386984	1984	-684	-1408	317	3520	-668
387088	1472	-649	-1024	277	3904	-769
387188	896	-618	-384	244	4288	-818
387288	384	-559	64	192	4288	-883
387388	-128	-524	448	159	4288	-903
387488	-1024	-415	1280	57	4224	-944
387588	-1536	-377	1664	25	3840	-947
387688	-1984	-276	2048	-104	3584	-957
387788	-2432	-197	2368	-132	3008	-896
387888	-2752	-160	2688	-160	2368	-872
387984	-3008	-87	2880	-216	1600	-808
388084	-3072	-58	2944	-242	832	-744
388184	-3136	-3	2944	-282	-192	-585
388284	-2752	4	2560	-286	-1216	-506
388392	-2368	-5	2112	-268	-2240	-369
388488	-1792	-27	1600	-273	-3008	-328
388588	-1344	-70	1024	-200	-3328	-231
388688	-832	-95	576	-171	-3520	-192
388784	-320	-176	128	-100	-3840	-123
388884	384	-222	-448	-63	-3520	-103
389000	1088	-307	-1024	15	-3264	-83
389088	1600	-374	-1472	77	-2816	-84
389188	1856	-400	-1728	97	-2496	-91
389288	2176	-451	-1920	146	-2176	-115
389388	2432	-485	-2112	172	-1664	-127
389488	2624	-544	-2368	222	-1280	-172
389588	2816	-579	-2432	249	-640	-200
389688	2880	-622	-2560	285	-192	-260
389788	2944	-639	-2496	302	256	-298
389888	2944	-682	-2496	330	1152	-393
389984	2880	-692	-2304	338	1792	-448
390092	2496	-700	-1984	337	2688	-570
390192	2112	-684	-1600	316	3392	-672
390292	1664	-670	-1216	299	3648	-726
390384	1024	-636	-640	270	4096	-790
390492	64	-536	128	171	4288	-895
390592	-384	-468	896	109	4352	-936
390692	-960	-413	1280	57	4096	-944
390792	-1856	-276	1920	-61	3776	-932
390892	-2432	-220	2432	-111	2880	-907
390984	-2816	-122	2688	-187	2112	-837
391092	-3008	-82	2880	-221	1216	-784
391192	-3136	-28	2944	-264	192	-679
391284	-3072	-18	2816	-272	-512	-628
391392	-2880	5	2624	-284	-1280	-521
391488	-2624	9	2240	-282	-1984	-464
391588	-2240	-11	1984	-260	-2560	-367
391688	-1792	-24	1536	-247	-3008	-319
391788	-1344	-66	1088	-207	-3264	-230
391888	-768	-134	640	-140	-3584	-153
392008	128	-194	-128	-83	-3392	-120
392088	704	-271	-640	-21	-3392	-87
392188	1216	-313	-1152	20	-3008	-86
392288	1536	-372	-1408	69	-2816	-94
392388	1920	-395	-1728	97	-2432	-89
392488	2240	-468	-1984	163	-2048	-116
392588	2432	-502	-2240	180	-1536	-137
392688	2688	-542	-2304	216	-1216	-176
392788	2752	-562	-2368	233	-832	-188
392888	2880	-609	-2432	273	-384	-241
392984	2944	-636	-2560	293	192	-287
393084	2944	-674	-2496	321	1024	-372
393192	2880	-699	-2368	335	1600	-448
393292	2816	-699	-2176	338	2048	-487
393392	2624	-704	-2048	338	2432	-533
393484	2432	-700	-1920	298	2816	-563
393588	2176	-695	-1664	326	3200	-632
393688	1920	-682	-1408	254	3456	-686
393784	1600	-664	-1152	291	3648	-736
393888	1280	-646	-768	276	4032	-765
394008	704	-596	-192	230	4288	-847
394088	256	-576	64	206	4352	-858
394188	-64	-511	384	143	4224	-907
394288	-768	-468	960	107	4160	-931
394388	-1152	-389	1344	42	4224	-949
394488	-1728	-300	1856	-43	3840	-940
394588	-2176	-255	2176	-78	3392	-922
394688	-2624	-173	2496	-145	2752	-886
394788	-2944	-140	2816	-174	2048	-849
394888	-3072	-87	2880	-220	1344	-788
394984	-3200	-63	2880	-275	640	-772
395088	-3136	-18	2880	-269	-64	-658
395188	-3008	-3	2752	-281	-640	-600
395288	-2880	5	2624	-284	-1344	-527
395388	-2688	10	2368	-283	-1792	-504
395488	-2432	6	2304	-280	-1984	-463
395588	-2240	-1	2048	-273	-2304	-407
395688	-2176	-9	1920	-257	-2752	-364
395788	-1728	-23	1472	-253	-2944	-325
395888	-1408	-49	1216	-225	-3200	-260
395984	-960	-104	832	-210	-3456	-209
396092	-448	-138	256	-136	-3520	-156
396184	64	-221	-64	-67	-3648	-104
396292	832	-275	-768	-15	-3264	-91
396384	1408	-355	-1280	58	-2944	-91
396484	1792	-395	-1664	92	-2560	-91
396584	2176	-465	-1920	148	-2112	-114
396684	2368	-491	-2176	172	-1792	-134
396792	2624	-539	-2304	215	-1216	-168
396884	2752	-569	-2368	235	-896	-194
397000	3008	-635	-2432	293	0	-286
397088	2944	-665	-2496	314	960	-352
397188	2816	-693	-2304	306	1792	-468
397288	2624	-709	-2048	336	2496	-552
397388	2368	-702	-1856	332	3008	-597
397488	2048	-685	-1536	317	3328	-667
397588	1728	-676	-1152	295	3712	-715
397688	1088	-619	-640	246	4032	-817
397788	448	-581	-64	211	4352	-856
397888	0	-518	320	151	4416	-909
397984	-384	-485	768	96	4224	-934
398088	-1216	-376	1408	31	4160	-947
398188	-1728	-333	1792	-14	3840	-947
398288	-2240	-250	2176	-83	3264	-922
398388	-2624	-204	2496	-120	2752	-901
398488	-2880	-129	2752	-180	1920	-842
398588	-3072	-83	2944	-221	1280	-780
398688	-3136	-54	2944	-231	640	-739
398788	-3136	-14	2880	-272	0	-640
398888	-3072	-3	2816	-282	-832	-588
398984	-2816	8	2560	-282	-1408	-511
399092	-2624	8	2240	-285	-1984	-472
399192	-2368	5	2112	-275	-2240	-421
399292	-2176	-8	2048	-267	-2560	-386
399384	-1856	-26	1728	-246	-2816	-312
399488	-1408	-39	1344	-231	-3328	-283
399588	-1152	-90	896	-184	-3520	-208
399688	-512	-119	384	-156	-3520	-171
399788	64	-174	-64	-102	-3392	-124
399888	192	-197	-256	-82	-3584	-113
399984	320	-206	-384	-78	-3584	-111
400084	384	-205	-384	-77	-3520	-113
400192	448	-208	-448	-76	-3392	-112
400292	512	-210	-384	-74	-3392	-111
400392	512	-207	-448	-73	-3456	-109
400488	448	-205	-384	-70	-3520	-109
400584	448	-208	-448	-76	-3520	-108
400684	512	-206	-448	-72	-3392	-113
400784	512	-207	-512	-71	-3520	-110
400884	512	-205	-512	-70	-3456	-107
401000	448	-204	-448	-74	-3456	-114
401088	512	-205	-448	-78	-3456	-111
401188	448	-207	-448	-71	-3520	-111
401288	448	-205	-448	-73	-3520	-111
401388	512	-202	-512	-73	-3520	-115
401488	576	-200	-448	-68	-3456	-109
401588	512	-197	-448	-66	-3456	-108
401688	448	-206	-448	-63	-3456	-107
401788	576	-203	-512	-60	-3456	-107
401888	640	-201	-384	-59	-3456	-104
401984	576	-207	-512	-59	-3456	-108
402084	512	-201	-448	-60	-3456	-106
402184	512	-197	-448	-58	-3456	-108
402284	640	-200	-320	-63	-3456	-110
402392	640	-198	-384	-53	-3456	-111
402588	640	-191	-384	-53	-3456	-107
402684	576	-197	-384	-53	-3456	-108
402788	576	-203	-384	-49	-3520	-105
402884	704	-292	-448	9	-3712	-84
403000	1472	-321	-1088	26	-3072	-83
403088	1856	-348	-1216	46	-2752	-87
403188	1984	-370	-1280	33	-2624	-86
403288	2304	-436	-1408	103	-2368	-97
403388	2496	-479	-1664	127	-2048	-110
403488	2816	-553	-1792	134	-1536	-176
403588	3136	-598	-1984	206	-640	-192
403688	3328	-678	-2048	247	64	-285
403788	3328	-703	-2048	263	832	-342
403888	3136	-738	-1856	281	1856	-471
403984	2816	-746	-1600	281	2432	-535
404092	2112	-722	-1216	256	3520	-695
404184	1472	-653	-576	205	4224	-810
404284	768	-624	-192	186	4096	-837
404384	192	-541	192	133	4352	-904
404484	-448	-508	512	110	4288	-918
404584	-1088	-416	896	44	4160	-942
404692	-1728	-369	1344	17	3968	-945
404784	-2112	-314	1600	-14	3584	-949
404884	-2304	-292	1792	-29	3392	-938
405000	-2688	-215	1984	-80	3008	-916
405088	-3008	-176	2176	-101	2432	-895
405188	-3328	-80	2432	-159	1728	-820
405288	-3520	-38	2432	-183	832	-771
405388	-3456	18	2496	-215	0	-665
405488	-3328	50	2304	-228	-640	-561
405588	-3072	53	2176	-231	-1344	-506
405688	-2752	43	1856	-217	-2240	-399
405788	-2304	28	1600	-209	-2432	-361
405888	-1856	-11	1216	-181	-3200	-269
405984	-1280	-29	832	-157	-3392	-249
406092	-704	-100	448	-120	-3584	-170
406192	-64	-146	0	-87	-3584	-135
406292	640	-261	-448	-13	-3520	-88
406392	1472	-318	-960	21	-3008	-85
406488	1920	-374	-1216	65	-2816	-88
406588	2112	-396	-1408	78	-2560	-95
406688	2432	-479	-1536	133	-2240	-112
406788	2752	-571	-1792	190	-1664	-178
406888	3200	-618	-1984	213	-640	-212
407000	3264	-679	-2112	259	192	-302
407088	3264	-709	-1984	267	832	-357
407188	3200	-733	-1984	282	1728	-447
407288	3072	-739	-1792	282	2112	-486
407388	2688	-737	-1600	274	2816	-602
407488	2176	-730	-1216	266	3520	-654
407588	1728	-695	-896	240	3840	-740
407688	1280	-675	-576	227	4032	-781
407788	832	-616	-192	184	4288	-851
407888	192	-585	128	154	4288	-878
407984	-384	-501	640	105	4480	-920
408088	-1024	-388	1024	34	4288	-947
408188	-1920	-310	1536	-41	3776	-974
408288	-2432	-228	1856	-73	3136	-921
408388	-2880	-185	2112	-96	2624	-899
408488	-3264	-82	2304	-155	1984	-826
408588	-3456	-29	2560	-188	1088	-765
408688	-3584	42	2496	-230	-128	-608
408788	-3136	46	2240	-228	-1088	-532
408888	-2688	44	1856	-218	-2048	-408
408984	-2240	35	1472	-208	-2752	-364
409092	-1664	-16	1152	-175	-3136	-257
409184	-1088	-45	768	-156	-3392	-222
409284	-576	-127	384	-99	-3648	-144
409384	320	-180	-320	-62	-3392	-116
409488	1088	-296	-768	11	-3200	-86
409588	1856	-389	-1152	73	-2752	-94
409688	2112	-428	-1408	93	-2496	-102
409788	2560	-479	-1664	130	-1920	-113
409888	2688	-509	-1728	145	-1856	-127
409984	2816	-575	-1856	190	-1472	-176
410088	3136	-618	-1984	215	-768	-212
410188	3264	-679	-2048	248	128	-294
410288	3328	-696	-2048	259	768	-324
410388	3264	-721	-1984	273	1152	-392
410488	3136	-738	-1920	276	1728	-446
410588	2816	-748	-1600	279	2688	-572
410688	2368	-734	-1216	267	3392	-642
410788	1792	-697	-896	240	3840	-738
410888	1152	-640	-448	197	4096	-827
410984	512	-599	-64	167	4416	-864
411088	-128	-503	384	105	4416	-920
411188	-896	-454	896	72	4224	-936
411288	-1600	-335	1344	-2	3904	-943
411388	-2368	-266	1792	-44	3392	-938
411488	-2816	-168	2048	-105	2688	-894
411588	-3200	-114	2304	-142	2048	-853
411688	-3520	-29	2496	-190	1152	-758
411788	-3520	7	2432	-207	192	-710
411888	-3392	50	2368	-231	-832	-565
412084	-2432	28	1728	-200	-2560	-346
412192	-1600	-40	1024	-155	-3200	-221
412284	-896	-76	704	-135	-3392	-186
412392	-128	-158	128	-79	-3520	-129
412484	256	-194	-192	-54	-3584	-110
412584	960	-286	-640	-1	-3392	-90
412684	1600	-323	-1024	2	-2880	-130
412784	1856	-388	-1152	75	-2880	-93
412888	2176	-432	-1408	102	-2496	-97
413000	2624	-515	-1728	149	-1856	-134
413088	2944	-548	-1856	174	-1280	-151
413188	3136	-601	-1984	205	-896	-204
413288	3264	-636	-2048	222	-320	-234
413388	3328	-698	-2112	260	448	-330
413488	3264	-722	-1984	244	1344	-404
413588	3072	-742	-1856	281	1984	-481
413688	2816	-746	-1600	271	2560	-577
413788	2432	-736	-1344	269	3200	-641
413888	1728	-681	-960	229	3776	-767
413984	1088	-639	-384	197	4352	-822
414088	192	-538	192	132	4352	-899
414188	-576	-476	640	52	4288	-947
414288	-1600	-330	1280	-8	3968	-946
414388	-2240	-276	1728	-35	3712	-933
414488	-2752	-188	2048	-169	3008	-926
414588	-3008	-141	2304	-121	2368	-877
414688	-3456	-53	2368	-171	1536	-799
414788	-3520	-16	2496	-199	576	-745
414888	-3456	37	2368	-223	-384	-607
414984	-3200	47	2176	-228	-1344	-537
415088	-2688	47	1792	-220	-2176	-416
415188	-2176	4	1536	-194	-2496	-308
415288	-1600	-13	1024	-178	-3264	-263
415388	-960	-68	704	-139	-3456	-189
415488	-448	-92	320	-115	-3456	-172
415588	-128	-145	128	-86	-3648	-138
415688	320	-187	-192	-58	-3584	-111
415788	1216	-300	-768	14	-3136	-84
